sample_idx,pod_id,y,stage2_score,stage1_score_sample,stage1_mean_score,stage1_vote_count,stage1_peak_score
0,22,0,2.087746663571796,1.0,1.0,156,1.0
0,48,0,0.0,0.0,0.5311201214790344,1,0.5311201214790344
0,49,0,0.0,0.0,0.5303062200546265,1,0.5303062200546265
0,1,0,0.0,0.0,0.5293113589286804,1,0.5293113589286804
0,27,0,0.0,0.0,0.3825093135237694,2,0.5289968848228455
0,21,0,0.962180224248508,4.164499478065409e-05,0.34670445873215794,125,0.5466527342796326
0,7,0,0.8910002089784977,0.3877728581428528,0.35655350372072236,106,0.7377253770828247
0,13,0,0.946800165046137,4.406454900163226e-05,0.3540839981339844,134,0.7096469402313232
0,19,0,0.90922942133026,0.0,0.34669168367413167,131,0.5466375946998596
0,24,0,0.8833976575940202,0.38778865337371826,0.3374374033797772,109,0.5483644008636475
0,20,0,0.8375137857725486,0.0002652946568559855,0.3639321638605533,117,0.5486897826194763
0,9,0,0.6642019854241287,0.5258268713951111,0.350343463547302,132,0.721806526184082
0,10,0,0.0,0.5259010791778564,0.3330513086563688,123,0.5487772226333618
0,23,0,0.0,0.38772714138031006,0.3629306460521659,49,0.6120709180831909
0,8,0,0.0,0.38776400685310364,0.33358166312738774,93,0.5285553932189941
0,6,0,0.0,0.3877488672733307,0.3272104997187853,75,0.5486850738525391
0,5,0,0.0,0.3877781629562378,0.34280268562047983,86,0.5719727873802185
0,0,1,0.0,0.3877696990966797,0.3463856258357947,52,0.5626494288444519
0,12,0,0.0,0.0,0.18281329174836478,12,0.3353216350078583
0,40,0,0.0,0.0,0.2073526491294615,16,0.35363054275512695
0,26,0,0.0,0.0,0.32784326936592134,57,0.5440101623535156
0,3,0,0.0,0.00014623469905927777,0.22631928883492947,9,0.5522598028182983
0,25,0,0.0,0.0,0.323382280960043,123,0.5466135144233704
0,39,0,0.0,0.0,0.11053223613028725,6,0.22259292006492615
0,16,0,0.0,0.0,0.22807019066942089,17,0.4104084074497223
0,36,0,0.0,0.0,0.08882521209307015,5,0.34607717394828796
0,37,0,0.0,0.1382940411567688,0.07007024541962892,2,0.1382940411567688
0,43,0,0.0,0.0,0.18892700457945466,3,0.3321041762828827
0,2,0,0.0,0.38771823048591614,0.3363345413020364,54,0.5214826464653015
0,4,0,0.0,0.0,0.23464425355196,5,0.332098126411438
0,28,0,0.0,0.00017828999261837453,0.3002731032096423,26,0.5201427936553955
0,17,0,0.0,3.945845310227014e-05,0.16430597752332687,3,0.3250329792499542
0,11,0,0.0,0.0,0.18664873329301676,12,0.3665458858013153
0,14,0,0.0,3.880073199979961e-05,0.26407086104154587,4,0.5244344472885132
0,15,0,0.0,0.0,0.18902366422116756,4,0.331576406955719
0,38,0,0.0,0.0,0.11052130162715912,1,0.11052130162715912
0,18,0,0.0,0.0,0.16043263270209232,6,0.5106946229934692
0,35,0,0.0,0.0,0.15693993866443634,2,0.23703964054584503
0,30,0,0.0,0.0,0.2488671839237213,1,0.2488671839237213
0,32,0,0.0,0.0,0.05987196043133736,3,0.0881086140871048
0,29,0,0.0,0.0,0.014150664501357824,2,0.02649318426847458
0,31,0,0.0,0.0,0.04804918554145843,2,0.09425964951515198
0,47,0,0.0,0.0,0.06471777707338333,1,0.06471777707338333
0,41,0,0.0,0.0,0.04574463400058448,2,0.0847301185131073
0,42,0,0.0,0.0,0.08471418917179108,1,0.08471418917179108
1,22,0,2.087746663571796,1.0,1.0,156,1.0
1,48,0,0.0,0.0,0.5311201214790344,1,0.5311201214790344
1,49,0,0.0,0.0,0.5303062200546265,1,0.5303062200546265
1,1,0,0.0,0.0,0.5293113589286804,1,0.5293113589286804
1,27,0,0.0,0.056573037058115005,0.3825093135237694,2,0.5289968848228455
1,21,0,0.962180224248508,0.0,0.34670445873215794,125,0.5466527342796326
1,7,0,0.8910002089784977,0.36855897307395935,0.35655350372072236,106,0.7377253770828247
1,13,0,0.946800165046137,0.16132983565330505,0.3540839981339844,134,0.7096469402313232
1,19,0,0.90922942133026,0.0,0.34669168367413167,131,0.5466375946998596
1,24,0,0.8833976575940202,0.1612938791513443,0.3374374033797772,109,0.5483644008636475
1,20,0,0.8375137857725486,0.38180211186408997,0.3639321638605533,117,0.5486897826194763
1,9,0,0.6642019854241287,0.3682602345943451,0.350343463547302,132,0.721806526184082
1,10,0,0.0,0.16142618656158447,0.3330513086563688,123,0.5487772226333618
1,23,0,0.0,0.0,0.3629306460521659,49,0.6120709180831909
1,8,0,0.0,0.16135811805725098,0.33358166312738774,93,0.5285553932189941
1,6,0,0.0,0.16140520572662354,0.3272104997187853,75,0.5486850738525391
1,5,0,0.0,0.16148965060710907,0.34280268562047983,86,0.5719727873802185
1,0,1,0.0,0.35635024309158325,0.3463856258357947,52,0.5626494288444519
1,12,0,0.0,0.27784091234207153,0.18281329174836478,12,0.3353216350078583
1,40,0,0.0,0.19816406071186066,0.2073526491294615,16,0.35363054275512695
1,26,0,0.0,0.16173602640628815,0.32784326936592134,57,0.5440101623535156
1,3,0,0.0,0.09534090012311935,0.22631928883492947,9,0.5522598028182983
1,25,0,0.0,0.16145682334899902,0.323382280960043,123,0.5466135144233704
1,39,0,0.0,0.0,0.11053223613028725,6,0.22259292006492615
1,16,0,0.0,0.10217585414648056,0.22807019066942089,17,0.4104084074497223
1,36,0,0.0,0.0,0.08882521209307015,5,0.34607717394828796
1,37,0,0.0,0.0,0.07007024541962892,2,0.1382940411567688
1,43,0,0.0,0.0,0.18892700457945466,3,0.3321041762828827
1,2,0,0.0,0.0,0.3363345413020364,54,0.5214826464653015
1,4,0,0.0,0.0,0.23464425355196,5,0.332098126411438
1,28,0,0.0,0.0,0.3002731032096423,26,0.5201427936553955
1,17,0,0.0,0.0,0.16430597752332687,3,0.3250329792499542
1,11,0,0.0,0.0,0.18664873329301676,12,0.3665458858013153
1,14,0,0.0,0.0,0.26407086104154587,4,0.5244344472885132
1,15,0,0.0,0.0,0.18902366422116756,4,0.331576406955719
1,38,0,0.0,0.0,0.11052130162715912,1,0.11052130162715912
1,18,0,0.0,0.048771534115076065,0.16043263270209232,6,0.5106946229934692
1,35,0,0.0,0.0,0.15693993866443634,2,0.23703964054584503
1,30,0,0.0,0.0,0.2488671839237213,1,0.2488671839237213
1,32,0,0.0,0.0,0.05987196043133736,3,0.0881086140871048
1,29,0,0.0,0.0,0.014150664501357824,2,0.02649318426847458
1,31,0,0.0,0.0,0.04804918554145843,2,0.09425964951515198
1,47,0,0.0,0.0,0.06471777707338333,1,0.06471777707338333
1,41,0,0.0,0.0,0.04574463400058448,2,0.0847301185131073
1,42,0,0.0,0.0,0.08471418917179108,1,0.08471418917179108
2,22,0,2.087746663571796,1.0,1.0,156,1.0
2,48,0,0.0,0.0,0.5311201214790344,1,0.5311201214790344
2,49,0,0.0,0.0,0.5303062200546265,1,0.5303062200546265
2,1,0,0.0,0.0,0.5293113589286804,1,0.5293113589286804
2,27,0,0.0,0.0,0.3825093135237694,2,0.5289968848228455
2,21,0,0.962180224248508,0.36144429445266724,0.34670445873215794,125,0.5466527342796326
2,7,0,0.8910002089784977,0.3612881600856781,0.35655350372072236,106,0.7377253770828247
2,13,0,0.946800165046137,0.3614417314529419,0.3540839981339844,134,0.7096469402313232
2,19,0,0.90922942133026,0.36148926615715027,0.34669168367413167,131,0.5466375946998596
2,24,0,0.8833976575940202,0.3614484369754791,0.3374374033797772,109,0.5483644008636475
2,20,0,0.8375137857725486,0.5439842939376831,0.3639321638605533,117,0.5486897826194763
2,9,0,0.6642019854241287,0.3614242970943451,0.350343463547302,132,0.721806526184082
2,10,0,0.0,0.0012426382163539529,0.3330513086563688,123,0.5487772226333618
2,23,0,0.0,0.0,0.3629306460521659,49,0.6120709180831909
2,8,0,0.0,0.3613525629043579,0.33358166312738774,93,0.5285553932189941
2,6,0,0.0,0.3613487184047699,0.3272104997187853,75,0.5486850738525391
2,5,0,0.0,0.5439910292625427,0.34280268562047983,86,0.5719727873802185
2,0,0,0.0,0.0,0.3463856258357947,52,0.5626494288444519
2,12,0,0.0,0.0049613830633461475,0.18281329174836478,12,0.3353216350078583
2,40,0,0.0,0.0,0.2073526491294615,16,0.35363054275512695
2,26,0,0.0,0.5440101623535156,0.32784326936592134,57,0.5440101623535156
2,3,1,0.0,0.5522598028182983,0.22631928883492947,9,0.5522598028182983
2,25,0,0.0,0.5439324378967285,0.323382280960043,123,0.5466135144233704
2,39,0,0.0,4.985610939911567e-05,0.11053223613028725,6,0.22259292006492615
2,16,0,0.0,6.564751856785733e-06,0.22807019066942089,17,0.4104084074497223
2,36,0,0.0,0.0,0.08882521209307015,5,0.34607717394828796
2,37,0,0.0,0.0,0.07007024541962892,2,0.1382940411567688
2,43,0,0.0,0.0,0.18892700457945466,3,0.3321041762828827
2,2,0,0.0,0.0,0.3363345413020364,54,0.5214826464653015
2,4,0,0.0,0.0,0.23464425355196,5,0.332098126411438
2,28,0,0.0,0.0,0.3002731032096423,26,0.5201427936553955
2,17,0,0.0,0.0,0.16430597752332687,3,0.3250329792499542
2,11,0,0.0,0.0,0.18664873329301676,12,0.3665458858013153
2,14,0,0.0,0.0,0.26407086104154587,4,0.5244344472885132
2,15,0,0.0,0.0,0.18902366422116756,4,0.331576406955719
2,38,0,0.0,0.0,0.11052130162715912,1,0.11052130162715912
2,18,0,0.0,0.0,0.16043263270209232,6,0.5106946229934692
2,35,0,0.0,0.0,0.15693993866443634,2,0.23703964054584503
2,30,0,0.0,0.0,0.2488671839237213,1,0.2488671839237213
2,32,0,0.0,0.0,0.05987196043133736,3,0.0881086140871048
2,29,0,0.0,0.0,0.014150664501357824,2,0.02649318426847458
2,31,0,0.0,0.0,0.04804918554145843,2,0.09425964951515198
2,47,0,0.0,0.0,0.06471777707338333,1,0.06471777707338333
2,41,0,0.0,0.0,0.04574463400058448,2,0.0847301185131073
2,42,0,0.0,0.0,0.08471418917179108,1,0.08471418917179108
3,22,0,2.087746663571796,1.0,1.0,156,1.0
3,48,0,0.0,0.0,0.5311201214790344,1,0.5311201214790344
3,49,0,0.0,0.0,0.5303062200546265,1,0.5303062200546265
3,1,0,0.0,0.0,0.5293113589286804,1,0.5293113589286804
3,27,0,0.0,0.0,0.3825093135237694,2,0.5289968848228455
3,21,0,0.962180224248508,0.0,0.34670445873215794,125,0.5466527342796326
3,7,0,0.8910002089784977,0.0006068310467526317,0.35655350372072236,106,0.7377253770828247
3,13,0,0.946800165046137,0.0,0.3540839981339844,134,0.7096469402313232
3,19,0,0.90922942133026,0.0001576299109729007,0.34669168367413167,131,0.5466375946998596
3,24,0,0.8833976575940202,0.0002663705963641405,0.3374374033797772,109,0.5483644008636475
3,20,0,0.8375137857725486,0.0,0.3639321638605533,117,0.5486897826194763
3,9,0,0.6642019854241287,0.0,0.350343463547302,132,0.721806526184082
3,10,0,0.0,0.28940221667289734,0.3330513086563688,123,0.5487772226333618
3,23,0,0.0,0.0005333712324500084,0.3629306460521659,49,0.6120709180831909
3,8,0,0.0,0.0004992243484593928,0.33358166312738774,93,0.5285553932189941
3,6,0,0.0,1.1004272892023437e-05,0.3272104997187853,75,0.5486850738525391
3,5,0,0.0,0.30255937576293945,0.34280268562047983,86,0.5719727873802185
3,0,0,0.0,0.0,0.3463856258357947,52,0.5626494288444519
3,12,0,0.0,0.0,0.18281329174836478,12,0.3353216350078583
3,40,0,0.0,0.0,0.2073526491294615,16,0.35363054275512695
3,26,0,0.0,0.22742748260498047,0.32784326936592134,57,0.5440101623535156
3,3,1,0.0,0.24005812406539917,0.22631928883492947,9,0.5522598028182983
3,25,0,0.0,0.0,0.323382280960043,123,0.5466135144233704
3,39,0,0.0,0.076920285820961,0.11053223613028725,6,0.22259292006492615
3,16,0,0.0,0.002498095855116844,0.22807019066942089,17,0.4104084074497223
3,36,0,0.0,0.0017921424005180597,0.08882521209307015,5,0.34607717394828796
3,37,0,0.0,0.0018464496824890375,0.07007024541962892,2,0.1382940411567688
3,43,0,0.0,0.0018555219285190105,0.18892700457945466,3,0.3321041762828827
3,2,0,0.0,0.00011403282405808568,0.3363345413020364,54,0.5214826464653015
3,4,0,0.0,0.0,0.23464425355196,5,0.332098126411438
3,28,0,0.0,0.0,0.3002731032096423,26,0.5201427936553955
3,17,1,0.0,0.0,0.16430597752332687,3,0.3250329792499542
3,11,0,0.0,0.0,0.18664873329301676,12,0.3665458858013153
3,14,0,0.0,0.0,0.26407086104154587,4,0.5244344472885132
3,15,0,0.0,0.0,0.18902366422116756,4,0.331576406955719
3,38,0,0.0,0.0,0.11052130162715912,1,0.11052130162715912
3,18,0,0.0,0.0,0.16043263270209232,6,0.5106946229934692
3,35,0,0.0,0.0,0.15693993866443634,2,0.23703964054584503
3,30,0,0.0,0.0,0.2488671839237213,1,0.2488671839237213
3,32,0,0.0,0.0,0.05987196043133736,3,0.0881086140871048
3,29,0,0.0,0.0018081447342410684,0.014150664501357824,2,0.02649318426847458
3,31,0,0.0,0.0018387215677648783,0.04804918554145843,2,0.09425964951515198
3,47,0,0.0,0.0,0.06471777707338333,1,0.06471777707338333
3,41,0,0.0,0.0,0.04574463400058448,2,0.0847301185131073
3,42,0,0.0,0.0,0.08471418917179108,1,0.08471418917179108
4,22,0,2.087746663571796,1.0,1.0,156,1.0
4,48,0,0.0,0.0,0.5311201214790344,1,0.5311201214790344
4,49,0,0.0,0.0,0.5303062200546265,1,0.5303062200546265
4,1,0,0.0,0.0,0.5293113589286804,1,0.5293113589286804
4,27,0,0.0,0.0,0.3825093135237694,2,0.5289968848228455
4,21,0,0.962180224248508,0.3367602527141571,0.34670445873215794,125,0.5466527342796326
4,7,0,0.8910002089784977,0.48617032170295715,0.35655350372072236,106,0.7377253770828247
4,13,0,0.946800165046137,0.33666089177131653,0.3540839981339844,134,0.7096469402313232
4,19,1,0.90922942133026,0.33667075634002686,0.34669168367413167,131,0.5466375946998596
4,24,0,0.8833976575940202,0.3366340696811676,0.3374374033797772,109,0.5483644008636475
4,20,0,0.8375137857725486,0.3368047773838043,0.3639321638605533,117,0.5486897826194763
4,9,0,0.6642019854241287,0.33667078614234924,0.350343463547302,132,0.721806526184082
4,10,0,0.0,0.016942590475082397,0.3330513086563688,123,0.5487772226333618
4,23,0,0.0,0.33660808205604553,0.3629306460521659,49,0.6120709180831909
4,8,0,0.0,0.4861656427383423,0.33358166312738774,93,0.5285553932189941
4,6,0,0.0,0.0,0.3272104997187853,75,0.5486850738525391
4,5,0,0.0,0.4862039387226105,0.34280268562047983,86,0.5719727873802185
4,0,0,0.0,0.0,0.3463856258357947,52,0.5626494288444519
4,12,0,0.0,0.0,0.18281329174836478,12,0.3353216350078583
4,40,0,0.0,0.010068697854876518,0.2073526491294615,16,0.35363054275512695
4,26,0,0.0,0.3366369903087616,0.32784326936592134,57,0.5440101623535156
4,3,1,0.0,0.0,0.22631928883492947,9,0.5522598028182983
4,25,0,0.0,0.33676090836524963,0.323382280960043,123,0.5466135144233704
4,39,0,0.0,0.009930546395480633,0.11053223613028725,6,0.22259292006492615
4,16,0,0.0,7.567349530290812e-05,0.22807019066942089,17,0.4104084074497223
4,36,0,0.0,0.0,0.08882521209307015,5,0.34607717394828796
4,37,0,0.0,0.0,0.07007024541962892,2,0.1382940411567688
4,43,0,0.0,0.0,0.18892700457945466,3,0.3321041762828827
4,2,0,0.0,0.0,0.3363345413020364,54,0.5214826464653015
4,4,0,0.0,0.0,0.23464425355196,5,0.332098126411438
4,28,0,0.0,0.0,0.3002731032096423,26,0.5201427936553955
4,17,0,0.0,0.007934658788144588,0.16430597752332687,3,0.3250329792499542
4,11,0,0.0,0.0,0.18664873329301676,12,0.3665458858013153
4,14,0,0.0,0.0,0.26407086104154587,4,0.5244344472885132
4,15,0,0.0,0.0,0.18902366422116756,4,0.331576406955719
4,38,0,0.0,0.0,0.11052130162715912,1,0.11052130162715912
4,18,0,0.0,0.0,0.16043263270209232,6,0.5106946229934692
4,35,0,0.0,0.0,0.15693993866443634,2,0.23703964054584503
4,30,0,0.0,0.0,0.2488671839237213,1,0.2488671839237213
4,32,0,0.0,0.0,0.05987196043133736,3,0.0881086140871048
4,29,0,0.0,0.0,0.014150664501357824,2,0.02649318426847458
4,31,0,0.0,0.000725036661606282,0.04804918554145843,2,0.09425964951515198
4,47,0,0.0,0.0,0.06471777707338333,1,0.06471777707338333
4,41,0,0.0,0.0,0.04574463400058448,2,0.0847301185131073
4,42,0,0.0,0.0,0.08471418917179108,1,0.08471418917179108
5,22,0,2.087746663571796,1.0,1.0,156,1.0
5,48,0,0.0,0.0,0.5311201214790344,1,0.5311201214790344
5,49,0,0.0,0.0,0.5303062200546265,1,0.5303062200546265
5,1,0,0.0,0.0,0.5293113589286804,1,0.5293113589286804
5,27,0,0.0,0.0,0.3825093135237694,2,0.5289968848228455
5,21,0,0.962180224248508,0.5039072036743164,0.34670445873215794,125,0.5466527342796326
5,7,0,0.8910002089784977,0.0,0.35655350372072236,106,0.7377253770828247
5,13,0,0.946800165046137,0.5043233633041382,0.3540839981339844,134,0.7096469402313232
5,19,0,0.90922942133026,0.5043660998344421,0.34669168367413167,131,0.5466375946998596
5,24,0,0.8833976575940202,0.0,0.3374374033797772,109,0.5483644008636475
5,20,0,0.8375137857725486,0.5043839812278748,0.3639321638605533,117,0.5486897826194763
5,9,0,0.6642019854241287,0.35954567790031433,0.350343463547302,132,0.721806526184082
5,10,0,0.0,0.5039272308349609,0.3330513086563688,123,0.5487772226333618
5,23,0,0.0,0.0,0.3629306460521659,49,0.6120709180831909
5,8,0,0.0,0.35946813225746155,0.33358166312738774,93,0.5285553932189941
5,6,0,0.0,0.0,0.3272104997187853,75,0.5486850738525391
5,5,0,0.0,0.0,0.34280268562047983,86,0.5719727873802185
5,0,0,0.0,0.0,0.3463856258357947,52,0.5626494288444519
5,12,0,0.0,0.008581604808568954,0.18281329174836478,12,0.3353216350078583
5,40,0,0.0,0.0,0.2073526491294615,16,0.35363054275512695
5,26,0,0.0,0.35952040553092957,0.32784326936592134,57,0.5440101623535156
5,3,1,0.0,0.0018386775627732277,0.22631928883492947,9,0.5522598028182983
5,25,0,0.0,0.5038472414016724,0.323382280960043,123,0.5466135144233704
5,39,0,0.0,0.0,0.11053223613028725,6,0.22259292006492615
5,16,0,0.0,0.0,0.22807019066942089,17,0.4104084074497223
5,36,0,0.0,0.0,0.08882521209307015,5,0.34607717394828796
5,37,0,0.0,0.0,0.07007024541962892,2,0.1382940411567688
5,43,0,0.0,0.0,0.18892700457945466,3,0.3321041762828827
5,2,0,0.0,0.5040407776832581,0.3363345413020364,54,0.5214826464653015
5,4,0,0.0,0.048616327345371246,0.23464425355196,5,0.332098126411438
5,28,0,0.0,0.35952386260032654,0.3002731032096423,26,0.5201427936553955
5,17,0,0.0,0.0,0.16430597752332687,3,0.3250329792499542
5,11,1,0.0,0.0,0.18664873329301676,12,0.3665458858013153
5,14,0,0.0,0.0,0.26407086104154587,4,0.5244344472885132
5,15,0,0.0,0.0,0.18902366422116756,4,0.331576406955719
5,38,0,0.0,0.0,0.11052130162715912,1,0.11052130162715912
5,18,0,0.0,0.0,0.16043263270209232,6,0.5106946229934692
5,35,0,0.0,0.0,0.15693993866443634,2,0.23703964054584503
5,30,0,0.0,0.0,0.2488671839237213,1,0.2488671839237213
5,32,0,0.0,0.0,0.05987196043133736,3,0.0881086140871048
5,29,0,0.0,0.0,0.014150664501357824,2,0.02649318426847458
5,31,0,0.0,0.0,0.04804918554145843,2,0.09425964951515198
5,47,0,0.0,0.0,0.06471777707338333,1,0.06471777707338333
5,41,0,0.0,0.0,0.04574463400058448,2,0.0847301185131073
5,42,0,0.0,0.0,0.08471418917179108,1,0.08471418917179108
6,22,0,2.087746663571796,1.0,1.0,156,1.0
6,48,0,0.0,0.0,0.5311201214790344,1,0.5311201214790344
6,49,0,0.0,0.0,0.5303062200546265,1,0.5303062200546265
6,1,0,0.0,0.0,0.5293113589286804,1,0.5293113589286804
6,27,0,0.0,0.0,0.3825093135237694,2,0.5289968848228455
6,21,0,0.962180224248508,0.2434154897928238,0.34670445873215794,125,0.5466527342796326
6,7,0,0.8910002089784977,0.4140685200691223,0.35655350372072236,106,0.7377253770828247
6,13,0,0.946800165046137,0.41440483927726746,0.3540839981339844,134,0.7096469402313232
6,19,0,0.90922942133026,0.24387547373771667,0.34669168367413167,131,0.5466375946998596
6,24,0,0.8833976575940202,0.2433292716741562,0.3374374033797772,109,0.5483644008636475
6,20,0,0.8375137857725486,0.4140719473361969,0.3639321638605533,117,0.5486897826194763
